,source,edge_type,target,weight
12462,Hemiplegia,Disease {} presents symptom,toxocariasis,2.437618422845844e-05
12463,Hemiplegia,Disease {} presents symptom,myositis ossificans,7.076770089042839e-06
12464,Hemiplegia,Disease {} presents symptom,Klippel-Trenaunay syndrome,0.000206917640753
12465,Hemiplegia,Disease {} presents symptom,neurogenic arthropathy,7.120197551557794e-05
12466,Hemiplegia,Disease {} presents symptom,clubfoot,6.304644921328872e-05
12467,Hemiplegia,Disease {} presents symptom,bullous pemphigoid,7.629171886947006e-05
12468,Hemiplegia,Disease {} presents symptom,familial hypercholesterolemia,0.0002670706599019
12469,Hemiplegia,Disease {} presents symptom,miliary tuberculosis,2.3472488464904014e-05
12470,Hemiplegia,Disease {} presents symptom,cardiac tuberculosis,1.1326539606670847e-05
12471,Coma,Disease {} presents symptom,migraine with aura,1.5804048416612204e-06
12472,Coma,Compound {} causes side effect,Promethazine,1.0802685892485897e-06
12473,Coma,Disease {} presents symptom,nervous system disease,4.6152144932420924e-06
12474,Coma,Disease {} presents symptom,brain disease,6.758102699677693e-06
12475,Coma,Disease {} presents symptom,brain edema,5.670486643793993e-06
12476,Coma,Disease {} presents symptom,pseudotumor cerebri,6.1013597587589175e-06
12477,Coma,Disease {} presents symptom,cerebral arterial disease,1.8690320757741572e-06
12478,Coma,Disease {} presents symptom,brain infarction,4.367838300822768e-06
12479,Coma,Disease {} presents symptom,hypothyroidism,6.345326255541295e-05
12480,Coma,Disease {} presents symptom,liver cirrhosis,2.0770064566022484e-06
12481,Coma,Disease {} presents symptom,diabetes mellitus,8.252317456935998e-06
12482,Coma,Disease {} presents symptom,liver disease,4.01616398448823e-06
12483,Coma,Disease {} presents symptom,thyroid gland disease,9.090617822948845e-05
12484,Coma,Disease {} presents symptom,brain ischemia,6.775930160074495e-06
12485,Coma,Disease {} presents symptom,communicating hydrocephalus,4.15194699598942e-05
12486,Coma,Disease {} presents symptom,intracranial aneurysm,2.8470683446357725e-06
12487,Coma,Disease {} presents symptom,obstructive hydrocephalus,1.046822035277728e-05
12488,Coma,Disease {} presents symptom,hydrocephalus,1.1428678590164054e-05
12489,Coma,Disease {} presents symptom,hyperinsulinism,3.6988565170759102e-06
12490,Coma,Disease {} presents symptom,cardiac arrest,3.446409891694202e-06
12491,Coma,Disease {} presents symptom,encephalomalacia,6.526679499074817e-06
12492,Coma,Disease {} presents symptom,arteriovenous malformations of the brain,5.2135565056232736e-06
12493,Coma,Disease {} presents symptom,meningoencephalitis,1.9635972421383485e-06
12494,Coma,Disease {} presents symptom,intracranial embolism,6.390478120010812e-06
12495,Coma,Disease {} presents symptom,intracranial sinus thrombosis,3.171307071170304e-06
12496,Coma,Disease {} presents symptom,fibroma,2.1623651264235377e-05
12497,Coma,Disease {} presents symptom,brain stem infarction,2.49546906161413e-06
12498,Coma,Disease {} presents symptom,eclampsia,3.743493380170548e-06
12499,Coma,Disease {} presents symptom,complex partial epilepsy,6.582592504855711e-06
12500,Coma,Disease {} presents symptom,drug psychosis,5.95703113503987e-07
12501,Coma,Disease {} presents symptom,supratentorial cancer,1.160931515187258e-05
12502,Coma,Disease {} presents symptom,pulmonary valve insufficiency,1.2922769201395568e-05
12503,Coma,Disease {} presents symptom,pulmonary edema,5.099892860016553e-06
12504,Coma,Disease {} presents symptom,disseminated intravascular coagulation,3.5078269320365507e-06
12505,Coma,Disease {} presents symptom,aspiration pneumonia,5.358947419153992e-06
12506,Coma,Disease {} presents symptom,aspiration pneumonitis,9.919707736116834e-06
12507,Coma,Disease {} presents symptom,pituitary apoplexy,2.1130486857146025e-05
12508,Coma,Disease {} presents symptom,Cryptococcal meningitis,6.473864232248161e-06
12509,Coma,Disease {} presents symptom,post-vaccinal encephalitis,3.15220631819102e-06
12510,Coma,Disease {} presents symptom,Reye syndrome,3.9341211959254e-06
12511,Coma,Disease {} presents symptom,diabetic ketoacidosis,2.117772964993492e-06
12512,Coma,Disease {} presents symptom,hepatic coma,2.505476231817738e-06
12513,Coma,Disease {} presents symptom,toxic encephalopathy,3.7147235616430407e-06
12514,Coma,Disease {} presents symptom,hepatic encephalopathy,1.4083311725698875e-06
12515,Coma,Disease {} presents symptom,intracranial hypotension,2.2447111405199398e-06
12516,Coma,Disease {} presents symptom,glioblastoma,1.0380029380030464e-05
12517,Coma,Disease {} presents symptom,hyperglycemia,8.487923878419679e-06
12518,Coma,Disease {} presents symptom,giant cell glioblastoma,1.9759556380449798e-05
12519,Coma,Disease {} presents symptom,cerebral malaria,9.571751434123144e-06
12520,Coma,Disease {} presents symptom,meningococcal meningitis,5.930509360041469e-06
12521,Coma,Disease {} presents symptom,vascular dementia,9.306835409006452e-07
12522,Coma,Disease {} presents symptom,alcohol use disorder,4.3071736399724614e-07
12523,Coma,Disease {} presents symptom,encephalitis,3.0119442726572743e-06
12524,Coma,Disease {} presents symptom,cerebrovascular disease,1.4727304460393498e-06
12525,Coma,Disease {} presents symptom,multiple sclerosis,7.275688176378026e-07
12526,Coma,Disease {} presents symptom,central pontine myelinolysis,2.9044279017398367e-06
12527,Coma,Disease {} presents symptom,acute disseminated encephalomyelitis,3.775156528718071e-06
12528,Coma,Disease {} presents symptom,adrenoleukodystrophy,1.377576609229436e-06
12529,Coma,Disease {} presents symptom,epilepsy with generalized tonic-clonic seizures,3.6633095987781417e-06
12530,Coma,Disease {} presents symptom,akinetic mutism,6.344972462102305e-06
12531,Coma,Disease {} presents symptom,Wilson disease,3.619020844780607e-06
12532,Coma,Disease {} presents symptom,cerebral ventricle cancer,8.988492481876165e-06
12533,Coma,Disease {} presents symptom,urea cycle disorder,1.2096809314243728e-06
12534,Coma,Disease {} presents symptom,Wernicke encephalopathy,1.8200005342805523e-06
12535,Coma,Disease {} presents symptom,hypertensive encephalopathy,1.480206719861599e-06
12536,Coma,Disease {} presents symptom,nocardiosis,2.058026439044625e-06
12537,Coma,Disease {} presents symptom,measles,1.7090191022361978e-06
12538,Coma,Disease {} presents symptom,post-cardiac arrest syndrome,4.220729579174076e-07
12539,Coma,Disease {} presents symptom,ornithine carbamoyltransferase deficiency,5.198181497689802e-06
12540,Coma,Disease {} presents symptom,hypoglycemia,4.400171746965498e-06
12541,Coma,Disease {} presents symptom,lipid metabolism disorder,5.908920229558135e-06
12542,Coma,Disease {} presents symptom,inherited metabolic disorder,4.634071956388652e-06
12543,Coma,Disease {} presents symptom,neuroleptic malignant syndrome,2.27034570343676e-06
12544,Coma,Disease {} presents symptom,amino acid metabolic disorder,4.930731392960297e-06
12545,Coma,Disease {} presents symptom,rabies,1.4225463928596582e-05
12546,Coma,Disease {} presents symptom,meningitis,4.765691755892476e-06
12547,Coma,Disease {} presents symptom,herpes simplex,1.9508290279190987e-05
12548,Coma,Disease {} presents symptom,heroin dependence,1.17666604637634e-06
12549,Coma,Disease {} presents symptom,substance abuse,6.806079682064592e-07
12550,Coma,Disease {} presents symptom,substance-related disorder,3.637871031969553e-06
12551,Coma,Disease {} presents symptom,lactic acidosis,1.8250398170494009e-06
12552,Coma,Disease {} presents symptom,intracranial hypertension,4.2275996747775935e-06
12553,Coma,Disease {} presents symptom,Japanese encephalitis,2.407576175755821e-06
12554,Coma,Disease {} presents symptom,thalamic disease,2.836253997884341e-06
12555,Coma,Disease {} presents symptom,plasma cell neoplasm,3.125295961581287e-06
12556,Coma,Disease {} presents symptom,thyroid crisis,2.354117350478191e-05
12557,Coma,Disease {} presents symptom,keratitis,2.9332395570236255e-05
12558,Coma,Disease {} presents symptom,tetanus,4.371483100840123e-06
12559,Coma,Disease {} presents symptom,adamantinous craniopharyngioma,2.2747422917746007e-05
12560,Coma,Disease {} presents symptom,papillary craniopharyngioma,4.1537907236488536e-05
12561,Coma,Disease {} presents symptom,craniopharyngioma,1.479637467127759e-05
12562,Coma,Disease {} presents symptom,myositis ossificans,4.101767444808502e-06
12563,Coma,Disease {} presents symptom,myxedema,4.471871307032416e-06
12564,Coma,Disease {} presents symptom,Plasmodium falciparum malaria,3.3645067105680937e-06
12565,Coma,Disease {} presents symptom,Plasmodium vivax malaria,1.89988190868462e-06
12566,Coma,Disease {} presents symptom,malaria,1.3444549040286802e-05
12567,Coma,Disease {} presents symptom,N-acetylglutamate synthase deficiency,1.5307259673136286e-06
12568,Coma,Disease {} presents symptom,cat-scratch disease,1.4762961654923856e-05
12569,Coma,Disease {} presents symptom,acute kidney failure,4.42727423433098e-06
12570,Coma,Disease {} presents symptom,pleural cancer,2.387768290645909e-05
12571,Coma,Disease {} presents symptom,hypercalcemia,1.3647858395415824e-05
12572,Coma,Disease {} presents symptom,alcoholic liver cirrhosis,1.842349774960894e-06
12573,Coma,Disease {} presents symptom,bacterial pneumonia,8.201453056244645e-06
12574,Coma,Disease {} presents symptom,benign mesothelioma,2.1557263607974164e-05
12575,Coma,Disease {} presents symptom,autoimmune thyroiditis,3.0438477551797405e-05
12576,Coma,Disease {} presents symptom,Sheehan syndrome,4.708523192675784e-06
12577,Coma,Disease {} presents symptom,insulinoma,1.5672678273404017e-05
12578,Coma,Disease {} presents symptom,hyperparathyroidism,1.9901246560039e-05
12579,Coma,Disease {} presents symptom,inappropriate ADH syndrome,6.014228802087018e-06
12580,Coma,Disease {} presents symptom,pyelonephritis,2.400690846116049e-06
12581,Coma,Disease {} presents symptom,toxic shock syndrome,5.183708253753139e-06
12582,Coma,Disease {} presents symptom,hypopituitarism,2.912572381319478e-05
12583,Coma,Disease {} presents symptom,mitochondrial complex III deficiency nuclear type 2,5.223685093369568e-07
12584,Coma,Disease {} presents symptom,Addison's disease,3.963034941989463e-06
12585,Coma,Disease {} presents symptom,empty sella syndrome,8.930662261263933e-06
12586,Coma,Disease {} presents symptom,acidophil adenoma,9.130281978286804e-05
12587,Coma,Disease {} presents symptom,Wolff-Parkinson-White syndrome,1.373496161249932e-06
12588,Coma,Disease {} presents symptom,pernicious anemia,8.086014531727415e-06
12589,Coma,Disease {} presents symptom,glucocorticoid deficiency 1,1.89892525668256e-05
12590,Coma,Disease {} presents symptom,glycerol kinase deficiency,4.526139491645154e-06
12591,Coma,Disease {} presents symptom,multiple acyl-CoA dehydrogenase deficiency,2.285093387399684e-06
12592,Coma,Disease {} presents symptom,propionic acidemia,1.4198419648892011e-06
12593,Coma,Disease {} presents symptom,carnitine-acylcarnitine translocase deficiency,3.387645392649574e-06
12594,Coma,Disease {} presents symptom,carnitine palmitoyltransferase I deficiency,3.5835610106005333e-06
12595,Coma,Disease {} presents symptom,mitochondrial complex III deficiency nuclear type 6,5.888858254365914e-07
12596,Coma,Disease {} presents symptom,"fructose-1,6-bisphosphatase deficiency",2.9834759516234044e-06
12597,Coma,Disease {} presents symptom,3-hydroxy-3-methylglutaryl-CoA lyase deficiency,2.638816567923641e-06
12598,Coma,Disease {} presents symptom,isovaleric acidemia,1.635437683944474e-06
12599,Coma,Disease {} presents symptom,leukoencephalopathy with vanishing white matter 5,4.44622799022909e-07
12600,Coma,Disease {} presents symptom,lysinuric protein intolerance,5.185621830605669e-06
12601,Coma,Disease {} presents symptom,3-methylcrotonyl-CoA carboxylase 1 deficiency,2.182515800086549e-06
12602,Coma,Disease {} presents symptom,mitochondrial complex III deficiency nuclear type 8,7.297005026885017e-07
12603,Coma,Disease {} presents symptom,3-methylcrotonyl-CoA carboxylase 2 deficiency,2.144421614502789e-06
12604,Coma,Disease {} presents symptom,methylmalonic aciduria due to methylmalonyl-CoA mutase deficiency,1.8680143512028733e-06
12605,Coma,Disease {} presents symptom,argininosuccinic aciduria,1.587085762366769e-06
12606,Coma,Disease {} presents symptom,vesiculobullous skin disease,4.282411100575701e-05
12607,Coma,Disease {} presents symptom,hepatitis A,7.52233631828858e-07
12608,Coma,Disease {} presents symptom,adrenal cortex disease,2.177251190005336e-05
12609,Coma,Disease {} presents symptom,frontal sinusitis,4.923939286527457e-06
12610,Coma,Disease {} presents symptom,sweat gland disease,1.2802497622033115e-05
12611,Coma,Disease {} presents symptom,thyroiditis,1.9817325664917007e-05
12612,Coma,Disease {} presents symptom,methemoglobinemia,1.0860745760510326e-06
12613,Coma,Disease {} presents symptom,compartment syndrome,4.86966155222035e-06
12614,Coma,Disease {} presents symptom,uremia,4.247903234499972e-06
12615,Coma,Disease {} presents symptom,myoglobinuria,3.259588993387297e-06
12616,Coma,Disease {} presents symptom,adrenal gland disease,5.379898357205093e-05
12617,Coma,Disease {} presents symptom,Paget's disease of bone,4.936023742629914e-06
12618,Coma,Disease {} presents symptom,mucinoses,2.5000555979204364e-05
12619,Coma,Disease {} presents symptom,noma,1.2083596629963722e-05
12620,Coma,Disease {} presents symptom,Cor pulmonale,3.5047646633756813e-06
12621,Coma,Disease {} presents symptom,renal hypertension,6.113347808422986e-06
12622,Coma,Disease {} presents symptom,toxicodendron dermatitis,2.186206438636873e-05
12623,Coma,Disease {} presents symptom,tracheal stenosis,7.629124866070924e-06
12624,Coma,Disease {} presents symptom,intestinal schistosomiasis,0.0001546516868984
12625,Coma,Disease {} presents symptom,pyloric stenosis,9.564340871293098e-06
12626,Coma,Disease {} presents symptom,anuria,5.031800810684217e-06
12627,Coma,Disease {} presents symptom,subcorneal pustular dermatosis,7.386945981124882e-06
12628,Coma,Disease {} presents symptom,adult respiratory distress syndrome,3.1319409572461154e-06
12629,Coma,Disease {} presents symptom,bronchopneumonia,3.712381158038625e-06
12630,Coma,Disease {} presents symptom,Hantavirus hemorrhagic fever with renal syndrome,3.717986146511976e-06
12631,Coma,Disease {} presents symptom,hyperthyroidism,3.961547918152064e-06
12632,Coma,Disease {} presents symptom,islet cell tumor,4.565579729387537e-06
12633,Coma,Disease {} presents symptom,benign fibrous mesothelioma,1.9036111552850343e-05
12634,migraine,Disease {} is a type of disease,migraine with aura,1.1347822237439686e-06
12635,migraine,Disease {} resembles disease,migraine with aura,2.7100936605961582e-08
12636,migraine,Compound {} treats disease,Zavegepant,4.21402262418269e-07
12637,migraine,Compound {} treats disease,Rizatriptan Benzoate,2.129680325424488e-07
12638,migraine,Compound {} treats disease,Rizatriptan,3.422796623908653e-07
12639,migraine,Compound {} treats disease,Eletriptan,3.264268855218688e-07
12640,migraine,Compound {} treats disease,Dihydroergotamine,2.538561716391996e-07
12641,migraine,Compound {} treats disease,Sumatriptan,2.343958698247661e-07
12642,migraine,Disease {} resembles disease,restless legs syndrome,1.0043712563856388e-06
12643,migraine,Disease {} resembles disease,cerebellar ataxia,7.006815962995461e-07
12644,migraine,"In genetics, disease {} associates with gene",ATP1A2,3.2716819987399504e-05
12645,migraine,Disease {} is a type of disease,migraine without aura,7.680733915549354e-07
12646,migraine,Disease {} resembles disease,migraine without aura,6.459322321461515e-08
12647,migraine,Compound {} treats disease,Aspirin dl-lysine,2.088829432977945e-06
12648,migraine,Compound {} treats disease,Frovatriptan Succinate monohydrate,5.477267563946953e-07
12649,migraine,Compound {} treats disease,Rofecoxib,2.618962753331289e-07
12650,migraine,Compound {} treats disease,Phenobarbital,3.7797008189954806e-07
12651,migraine,Compound {} treats disease,Caffeine Citrate,1.2877019344159637e-06
12652,migraine,Compound {} treats disease,FREMANEZUMAB,1.942065921411995e-07
12653,migraine,Compound {} treats disease,BOTULINUM TOXIN TYPE A,1.1976814562331128e-07
12654,migraine,Compound {} treats disease,VITAMIN E,1.3373845604292e-06
